Sr,Intake,Season,Year,Country,FinalUniversity,Degree,Major
340,Fall 2019,Fall,2019,USA,North Carolina State University,Master of Science,Computer Science
341,Fall 2019,Fall,2019,USA,"California State University, Long Beach",Master of Science,Civil Engineering
342,Fall 2019,Fall,2019,USA,"University of California, Riverside",Master of Science,Computer Science
343,Fall 2019,Fall,2019,USA,San José State University,Master of Science,Electrical Engineering
344,Fall 2019,Fall,2019,USA,Stevens Institute of Technology,Master of Science,Computer Science
345,Fall 2019,Fall,2019,USA,Johns Hopkins University,Master of Science,Mental Health Counselling
346,Fall 2019,Fall,2019,USA,University of Southern California,Master of Science,Computer Science
347,Fall 2019,Fall,2019,USA,University of Texas at Dallas,Master of Science,Bioinformatics
348,Fall 2019,Fall,2019,USA,"State University of New York, Albany",Master of Science,Computer Science
349,Fall 2019,Fall,2019,USA,San José State University,Master of Science,Computer Science
350,Fall 2019,Fall,2019,USA,"California State University, Sacramento",Master of Science,Computer Science
351,Fall 2019,Fall,2019,USA,"California State University, Sacramento",Master of Science,Computer Science
352,Fall 2019,Fall,2019,USA,San José State University,Master of Science,Mechanical Engineering
353,Fall 2019,Fall,2019,USA,"Texas A&M University, College Station",Master of Science,Construction Management
354,Fall 2019,Fall,2019,USA,San José State University,Master of Science,Software Engineering
355,Fall 2019,Fall,2019,USA,Arizona State University,Master of Science,Electrical & Computer Engineering
356,Fall 2019,Fall,2019,USA,Arizona State University,Master of Science,Construction Management
357,Fall 2019,Fall,2019,USA,University of Texas at Dallas,Master of Science,Computer Science
358,Fall 2019,Fall,2019,USA,Northeastern University,Master of Science,Information Science
359,Fall 2019,Fall,2019,USA,San José State University,Master of Science,Electrical Engineering
360,Fall 2019,Fall,2019,USA,"Texas A&M University, Kingsville",Master of Science,Industrial Management
361,Fall 2019,Fall,2019,USA,San José State University,Master of Science,Computer Engineering
362,Fall 2019,Fall,2019,USA,Northeastern University,Master of Science,Biotechnology
363,Fall 2019,Fall,2019,USA,Drexel University,Masters,Public Health
364,Fall 2019,Fall,2019,USA,San José State University,Master of Science,Electrical & Electronics Engineering
365,Fall 2019,Fall,2019,USA,Northeastern University,Master of Science,Engineering Management
366,Fall 2019,Fall,2019,USA,Rutgers University,Masters,Public Health
367,Fall 2019,Fall,2019,USA,University of Miami,Masters,Urban Design
368,Fall 2019,Fall,2019,USA,"California State University, Long Beach",Master of Science,Information System
369,Fall 2019,Fall,2019,USA,San José State University,Master of Science,Electrical Engineering
370,Fall 2019,Fall,2019,USA,University of California Los Angeles,Master of Science,Oral Biology
371,Fall 2019,Fall,2019,USA,Illinois Institute of Technology,Master of Science,Marketing
372,Fall 2019,Fall,2019,USA,"University of California, Riverside",Masters,Business Administration
373,Fall 2019,Fall,2019,USA,Stevens Institute of Technology,Master of Science,Computer Science
374,Fall 2019,Fall,2019,USA,"University of Maryland, College Park",Master of Science,Management Information Systems
375,Fall 2019,Fall,2019,USA,"University of Texas, Arlington",Master of Science,Computer Science
376,Fall 2019,Fall,2019,USA,San Diego State University,Master of Science,Computer Science
377,Fall 2019,Fall,2019,USA,San José State University,Master of Science,Software Engineering
378,Fall 2019,Fall,2019,USA,Northeastern University,Master of Science,Information System
379,Fall 2019,Fall,2019,USA,Northeastern University,Master of Science,Information System
380,Fall 2019,Fall,2019,USA,University of Arizona,Master of Science,Management Information Systems
381,Fall 2019,Fall,2019,USA,Northeastern University,Master of Science,Energy Systems
382,Fall 2019,Fall,2019,USA,Johns Hopkins University,Master of Science,Biomedical Engineering
383,Fall 2019,Fall,2019,USA,San José State University,Master of Science,Software Engineering
384,Fall 2019,Fall,2019,USA,Pace University,Master of Science,Publishing
385,Fall 2019,Fall,2019,USA,"University of Texas, Arlington",Master of Science,Computer Science
386,Fall 2019,Fall,2019,USA,New York University,Master of Science,Computer Science
387,Fall 2019,Fall,2019,USA,"State University of New York, Stony Brook",Bachelor of Science,Biology
388,Fall 2019,Fall,2019,USA,"California State University, Sacramento",Master of Science,Computer Science
389,Fall 2019,Fall,2019,USA,Santa Clara University,Master of Science,Computer Science
390,Fall 2019,Fall,2019,USA,"University of Houston, Clear Lake",Master of Science,Computer Science
391,Fall 2019,Fall,2019,USA,Rice University,Master of Science,Mechanical Engineering
392,Fall 2019,Fall,2019,USA,"University of Texas, Arlington",Master of Science,Mechanical Engineering
393,Fall 2019,Fall,2019,USA,University of Massachusetts Lowell,Master of Science,Biomedical Engineering
394,Fall 2019,Fall,2019,USA,Northeastern University,Master of Science,Analytics
395,Fall 2019,Fall,2019,USA,Stevens Institute of Technology,Master of Science,Information System
396,Fall 2019,Fall,2019,USA,Virginia Polytechnic Institute and State University,Master of Science,Aerospace Engineering
397,Fall 2019,Fall,2019,USA,University of Illinois at Urbana–Champaign,Master of Science,Information System
398,Fall 2019,Fall,2019,USA,University of Cincinnati,Master of Science,Information System
399,Fall 2019,Fall,2019,USA,New York University,Master of Science,Electrical Engineering
400,Fall 2019,Fall,2019,USA,"Texas A&M University, Kingsville",Master of Science,Computer Science
401,Fall 2019,Fall,2019,USA,"California State University, Sacramento",Master of Science,Computer Science
402,Fall 2019,Fall,2019,USA,"California State University, Sacramento",Bachelors,Business Administration
403,Fall 2019,Fall,2019,USA,University of Massachusetts Lowell,Master of Science,Computer Science
404,Fall 2019,Fall,2019,USA,San José State University,Master of Science,Civil Engineering
405,Fall 2019,Fall,2019,USA,San José State University,Master of Science,Civil Engineering
406,Fall 2019,Fall,2019,USA,Pace University,MBA,Marketing
407,Fall 2019,Fall,2019,USA,"University of Maryland, College Park",Master of Engineering,Cyber Security
408,Fall 2019,Fall,2019,USA,University of New Haven,Master of Science,Industrial Management
409,Fall 2019,Fall,2019,USA,Arizona State University,Masters,Architecture
410,Fall 2019,Fall,2019,USA,Georgetown University,Master of Science,Biotechnology
411,Fall 2019,Fall,2019,USA,Purdue University,Bachelor of Science,Mathematics
412,Fall 2019,Fall,2019,USA,"University of Texas, Arlington",Master of Science,Mechanical Engineering
413,Fall 2019,Fall,2019,USA,"University of Texas, Arlington",Master of Science,Electrical Engineering
414,Fall 2019,Fall,2019,USA,Stevens Institute of Technology,Masters,Computer Science
415,Fall 2019,Fall,2019,USA,San José State University,Master of Science,Biomedical Engineering
416,Fall 2019,Fall,2019,USA,University of Maryland Baltimore County,Master of Science,Data Science
417,Fall 2019,Fall,2019,USA,University of Texas at Dallas,Master of Science,Other
418,Fall 2019,Fall,2019,USA,University of New Hampshire,Master of Science,Computer Science
419,Fall 2019,Fall,2019,USA,Arizona State University,Master of Science,Electrical Engineering
420,Fall 2019,Fall,2019,USA,Loyola Marymount University,Master of Science,Systems Engineering
421,Fall 2019,Fall,2019,USA,University of Virginia,Master of Engineering,Computer Engineering
422,Fall 2019,Fall,2019,USA,Stevens Institute of Technology,Master of Science,Electrical & Electronics Engineering
423,Fall 2019,Fall,2019,USA,University of Illinois at Springfield,Masters,Public Health
424,Fall 2019,Fall,2019,USA,California State University San Marcos,Master of Science,Computer Science
425,Fall 2019,Fall,2019,USA,Northeastern University,Master of Science,Pharmaceutical Science
426,Fall 2019,Fall,2019,USA,San José State University,Master of Science,Electrical Engineering
427,Fall 2019,Fall,2019,USA,Fordham University,Master of Science,Finance
428,Fall 2019,Fall,2019,USA,Rutgers University,Masters,Healthcare Administration
429,Fall 2019,Fall,2019,USA,University of Texas at Dallas,Master of Science,Computer Science
430,Fall 2019,Fall,2019,USA,University of Nevada-Reno,Doctor of Philosophy,Electrical Engineering
431,Fall 2019,Fall,2019,USA,New Jersey Institute of Technology,Master of Science,Engineering Management
432,Fall 2019,Fall,2019,USA,Kennesaw State University,Master of Science,Computer Science
433,Fall 2019,Fall,2019,USA,"Texas A&M University, Kingsville",Master of Science,Civil Engineering
434,Fall 2019,Fall,2019,USA,"California State University, East Bay",Master of Science,Computer Science
435,Fall 2019,Fall,2019,USA,Stevens Institute of Technology,Master of Science,Information System
436,Fall 2019,Fall,2019,USA,University of California Irvine,Master of Science,Computer Science
437,Fall 2019,Fall,2019,USA,"University of Texas, Arlington",Master of Science,Aerospace Engineering
438,Fall 2019,Fall,2019,Canada,Lambton College,PG,Mobile Application Desing & Development
439,Fall 2019,Fall,2019,Canada,Mohawk College,Diploma,Pharmacy Technician 
440,Fall 2019,Fall,2019,Canada,University of Windsor,ME,Electrical and Computer Engineering 
441,Fall 2019,Fall,2019,Canada,Seneca College,Diploma,Business Administration - Financial Planning 
442,Fall 2019,Fall,2019,Canada,University of Windsor,Master,Applied Computing
443,Fall 2019,Fall,2019,Canada,Mohawk College,Diploma,Manufacturing Engineering Technician – Automation
444,Fall 2019,Fall,2019,Canada,University of Windsor,ME,Industrial Engineering 
445,Fall 2019,Fall,2019,Canada,University of Windsor,ME,Mechanical Engineering - Automotive
446,Fall 2019,Fall,2019,Canada,Dalhousie University,ME,Internetworking
447,Fall 2019,Fall,2019,Canada,Mohawk College,Diploma,Business - Financial Services
448,Fall 2019,Fall,2019,Canada,University of Windsor,ME,Electrical and Computer Engineering 
449,Fall 2019,Fall,2019,Canada,University of Windsor,Master,Applied Computing
450,Fall 2019,Fall,2019,Canada,York University,PG,Accounting
451,Fall 2019,Fall,2019,Canada,Bishop's University,MEd,"Leadership, Societies and Language program "
452,Fall 2019,Fall,2019,Canada,University of Waterloo,BSc,Biotechnology
453,Fall 2019,Fall,2019,Canada,Mohawk College,Diploma,Computer Engineering Technician
454,Fall 2019,Fall,2019,Canada,Algonquin College,Diploma,Computer Systems Technician
455,Fall 2019,Fall,2019,Canada,Mohawk College,Diploma,Recreational therapy
456,Fall 2019,Fall,2019,Canada,University of Windsor,ME,Environmental Engineering
457,Fall 2019,Fall,2019,Canada,Sheridan College,Diploma,Pharmacy Technician 
458,Fall 2019,Fall,2019,Canada,Queen's University,ME,Electrical and Computer Engineering 
459,Fall 2019,Fall,2019,Canada,University of Windsor,ME,Mechanical Engineering
460,Fall 2019,Fall,2019,Canada,Mohawk College,PG,Global Business Management 
461,Fall 2019,Fall,2019,Canada,Ryerson University,ME,Innovation and Entrepreneurship
462,Fall 2019,Fall,2019,Canada,Fanshawe College,Diploma,Nutrition and Food Service Management
463,Fall 2019,Fall,2019,Canada,University of Waterloo,MMSc,Management Sciences
464,Fall 2019,Fall,2019,Canada,University of Windsor,ME,Electrical and Computer Engineering 
465,Fall 2019,Fall,2019,Canada,Lakehead University,MS,Computer Science
466,Fall 2019,Fall,2019,Canada,Ryerson University,BSc,Public Health
467,Fall 2019,Fall,2019,Canada,Mohawk College,Diploma,Office Administration - Executive
468,Fall 2019,Fall,2019,Canada,University of Windsor,Master,Applied Computing
469,Fall 2019,Fall,2019,Canada,University of Calgary,ME,Environmental Engineering
470,Fall 2019,Fall,2019,Canada,University of Windsor,Master,Applied Computing
471,Fall 2019,Fall,2019,Canada,University of Windsor,Master,Applied Computing
472,Fall 2019,Fall,2019,Canada,McMaster University,ME,Manufacturing Engineering
473,Fall 2019,Fall,2019,Canada,McMaster University,ME,Manufacturing Engineering
474,Fall 2019,Fall,2019,Canada,Lakehead University,MS,Mechanical Engineering
475,Fall 2019,Fall,2019,Canada,University of Western Ontario,ME,Civil & Environmental Engineering
476,Fall 2019,Fall,2019,Canada,McMaster University,ME,Manufacturing Engineering
477,Fall 2019,Fall,2019,Canada,University of Waterloo,MMSc,Computer Science
478,Fall 2019,Fall,2019,Canada,University of Guelph,ME,Environmental Engineering
479,Fall 2019,Fall,2019,Canada,Carleton University,ME,Electrical and Computer Engineering 
480,Fall 2019,Fall,2019,Canada,Concordia University,ME,Industrial Engineering 
481,Fall 2019,Fall,2019,Canada,University of Windsor,ME,Electrical and Computer Engineering 
482,Fall 2019,Fall,2019,Canada,Lakehead University,MS,Computer Science
483,Fall 2019,Fall,2019,Canada,Georgian College,Diploma,Office Administration - Health Services
484,Fall 2019,Fall,2019,Canada,Western University,ME,Mechanical Engineering
485,Fall 2019,Fall,2019,Canada,University of Windsor,Master,Applied Computing
486,Fall 2019,Fall,2019,Canada,Concordia University,ME,Electrical and Computer Engineering 
487,Fall 2019,Fall,2019,Canada,Concordia University,ME,Electrical and Computer Engineering 
488,Fall 2019,Fall,2019,Canada,University of Waterloo,ME,Chamical Engineering
489,Fall 2019,Fall,2019,Canada,University of Guelph,ME,Mechanical Engineering
490,Fall 2019,Fall,2019,Canada,Brock University,BSc,Sciences program
491,Fall 2019,Fall,2019,Canada,University of Windsor,MOM,Human Resource
492,Fall 2019,Fall,2019,Canada,Dalhousie University,ME,Internetworking
493,Fall 2019,Fall,2019,Canada,University of Windsor,MOM,Logistics
494,Fall 2019,Fall,2019,Canada,Sheridan College,Diploma,Computer Programmer
495,Fall 2019,Fall,2019,Canada,Mohawk College,Diploma,Manufacturing Engineering Technician
496,Fall 2019,Fall,2019,Canada,University of Windsor,Master,Applied Computing
497,Fall 2019,Fall,2019,Canada,University of Windsor,ME,Electrical and Computer Engineering 
498,Fall 2019,Fall,2019,Canada,HEC Montreal,MS,User Exp. in Business Context
499,Fall 2019,Fall,2019,Canada,University of Windsor,ME,Mechanical Engineering
500,Fall 2019,Fall,2019,Canada,University of Ottawa,ME,Civil Engineering
501,Fall 2019,Fall,2019,Canada,University of Ottawa,ME,Mechanical Engineering
502,Fall 2019,Fall,2019,Canada,York University,MMgt,Master of Management
503,Fall 2019,Fall,2019,Canada,St. Lawrence College,Diploma,Office Administration - Health Services
504,Fall 2019,Fall,2019,Canada,University of Ottawa,ME,Electrical and Computer Engineering 
505,Fall 2019,Fall,2019,Canada,Concordia University,ME,Industrial Engineering 
506,Fall 2019,Fall,2019,Canada,McMaster University,ME,Manufacturing Engineering
507,Fall 2019,Fall,2019,Canada,McMaster University,ME,Manufacturing Engineering
508,Fall 2019,Fall,2019,Canada,University of Western Ontario,ME,Civil & Environmental Engineering
509,Fall 2019,Fall,2019,Canada,University of Toronto,ME,Mechanical & Industrial Engineering
510,Fall 2019,Fall,2019,Canada,Mohawk College,Diploma,Electrical Engineering Technician - Power
511,Fall 2019,Fall,2019,Canada,University of Windsor,Master,Medical Biotechnology
512,Fall 2019,Fall,2019,Canada,York University,BSc,Biology (Biotechnology)
513,Fall 2019,Fall,2019,Canada,Dalhousie University,Master,Applied Computer Science
514,Fall 2019,Fall,2019,Canada,Concordia University,ME,Industrial Engineering 
515,Fall 2019,Fall,2019,Canada,University of Windsor,ME,Industrial Engineering 
516,Fall 2019,Fall,2019,Canada,University of Windsor,Master,Applied Computing
517,Fall 2019,Fall,2019,Canada,University of Windsor,ME,Mechanical Engineering
518,Fall 2019,Fall,2019,Canada,University of Ottawa,ME,Biomedical Engineering
519,Fall 2019,Fall,2019,Canada,Simon Fraser University,MSc,Computing Science (Big Data)
520,Fall 2019,Fall,2019,Canada,Ryerson University,ME,Computer Networks
521,Fall 2019,Fall,2019,Canada,University of Guelph,ME,Mechanical Engineering
522,Fall 2019,Fall,2019,Canada,Simon Fraser University,MSc,Computing Science (Big Data)
523,Fall 2019,Fall,2019,Canada,Dalhousie University,Master,Applied Computer Science
524,Fall 2019,Fall,2019,Canada,Saint Mary's University,MS,Computing and Data Analytics
525,Fall 2019,Fall,2019,Canada,Fairleigh Dickinson University,MAS,Global Leadership and Administration
526,Fall 2019,Fall,2019,Canada,University of Calgary,ME,Mechanical and Manufacturing Engineering
527,Fall 2019,Fall,2019,Canada,McMaster University,ME,Manufacturing Engineering
528,Fall 2019,Fall,2019,Canada,Bishop's University,MS,Computer Science
529,Fall 2019,Fall,2019,Canada,University of Windsor,ME,Mechanical Engineering
530,Fall 2019,Fall,2019,Canada,University of Windsor,Master,Applied Computing
531,Fall 2019,Fall,2019,Canada,University of Windsor,Master,Applied Computing
532,Fall 2019,Fall,2019,Canada,University of Calgary,ME,Electrical and Computer Engineering 
533,Fall 2019,Fall,2019,Canada,Lakehead University,BE,Software Engineering
534,Fall 2019,Fall,2019,Canada,York University,PG,Human Resource
535,Fall 2019,Fall,2019,Canada,Lakehead University,BE,Software Engineering
536,Fall 2019,Fall,2019,Canada,Lakehead University,MSc,Computer Science
537,Fall 2019,Fall,2019,Canada,University of Windsor,Master,Applied Computing
538,Fall 2019,Fall,2019,Canada,McMaster University,ME,Manufacturing Engineering
539,Fall 2019,Fall,2019,Canada,New York Institute of Technology - Vancouver,MS,"Information, Network and Computer Security"
540,Fall 2019,Fall,2019,Canada,University of Windsor,BSc,Computer Science
541,Fall 2019,Fall,2019,Canada,Trinity Western University,MA,"Leadership, Health Care"
542,Fall 2019,Fall,2019,Canada,Lakehead University,BSc,General Science
543,Spring 2020,Spring,2020,USA,Illinois Institute of Technology,Master of Science,Industrial Engineering
544,Spring 2020,Spring,2020,USA,Stevens Institute of Technology,Master of Science,Computer Science
545,Spring 2020,Spring,2020,USA,"California State University, East Bay",Master of Science,Computer Science
546,Spring 2020,Spring,2020,USA,Illinois Institute of Technology,Master of Science,Structure
547,Spring 2020,Spring,2020,USA,Georgia State University,Bachelor of Science,Computer Science
548,Spring 2020,Spring,2020,USA,California Baptist University,Master of Science,Civil Engineering
549,Spring 2020,Spring,2020,USA,"University of Houston, Clear Lake",Masters,Healthcare Administration
550,Spring 2020,Spring,2020,USA,Northeastern University,Master of Science,Engineering Management
551,Spring 2020,Spring,2020,USA,"California State University, Sacramento",Master of Science,Mechanical Engineering
552,Spring 2020,Spring,2020,USA,Texas Tech University,Master of Science,Computer Information Science
553,Spring 2020,Spring,2020,USA,"University of Texas, Arlington",Master of Science,Computer Science
554,Spring 2020,Spring,2020,USA,Stevens Institute of Technology,Master of Science,Software Engineering
555,Spring 2020,Spring,2020,USA,Rutgers University,Masters,Healthcare Administration
556,Spring 2020,Spring,2020,USA,Suffolk University,Masters,Healthcare Administration
557,Spring 2020,Spring,2020,USA,Fairleigh Dickinson University,Master of Science,Computer Science
558,Spring 2020,Spring,2020,USA,"University of Houston, Clear Lake",Master of Science,Computer Science
559,Spring 2020,Spring,2020,USA,Stevens Institute of Technology,Master of Science,Computer Engineering
560,Spring 2020,Spring,2020,USA,Arizona State University,Master of Science,Electrical & Computer Engineering
561,Spring 2020,Spring,2020,USA,Northeastern University,Master of Science,Biotechnology
562,Spring 2020,Spring,2020,USA,Arizona State University,Master of Science,Information Technology
563,Spring 2020,Spring,2020,USA,Suffolk University,Masters,Healthcare Administration
564,Spring 2020,Spring,2020,USA,"University of Texas, Arlington",Master of Science,Civil Engineering
565,Spring 2020,Spring,2020,USA,California Baptist University,Masters,Kinesiology
566,Spring 2020,Spring,2020,USA,Wright State University,Master of Science,Marketing
567,Spring 2020,Spring,2020,USA,New York University,Master of Science,Construction Management
568,Spring 2020,Spring,2020,USA,Arizona State University,Masters,Computer Science
569,Spring 2020,Spring,2020,USA,Northeastern University,Master of Science,Biotechnology
570,Spring 2020,Spring,2020,USA,"University of Texas, Arlington",Master of Science,Computer Science
571,Spring 2020,Spring,2020,USA,"California State University, Northridge",Master of Science,Engineering Management
572,Spring 2020,Spring,2020,USA,"University of Texas, Arlington",Masters,Business Administration
573,Spring 2020,Spring,2020,USA,"Texas A&M University, Commerce",Master of Science,Computer Science
574,Spring 2020,Spring,2020,USA,Northeastern University,Master of Science,Production Management
575,Spring 2020,Spring,2020,USA,New York University,Master of Science,Construction Management
576,Spring 2020,Spring,2020,USA,Arizona State University,Bachelor of Science,Computer Science
577,Spring 2020,Spring,2020,USA,San Francisco State University,Master of Science,Physics
578,Spring 2020,Spring,2020,USA,Long Island University Brooklyn,Master of Science,Pharmacy
579,Spring 2020,Spring,2020,USA,University of New Haven,Master of Science,Civil Engineering
580,Spring 2020,Spring,2020,USA,"University of Texas, Arlington",Master of Science,Industrial Engineering
581,Spring 2020,Spring,2020,USA,"State University of New York, Stony Brook",Bachelor of Science,Biological Science
582,Spring 2020,Spring,2020,USA,New York Institute of Technology,Master of Science,Computer Science
583,Spring 2020,Spring,2020,USA,Loyola Marymount University,Master of Science,Computer Science
584,Spring 2020,Spring,2020,USA,New Jersey Institute of Technology,Bachelor of Science,Computer Science
585,Spring 2020,Spring,2020,USA,Montana State University System,Bachelor of Engineering,Industrial Engineering
586,Spring 2020,Spring,2020,USA,"University of Texas, Arlington",Master of Science,Industrial Engineering
587,Spring 2020,Spring,2020,USA,University of Texas at Dallas,Masters,Healthcare Administration
588,Spring 2020,Spring,2020,USA,North Carolina State University,Master of Science,Industrial Engineering
589,Spring 2020,Spring,2020,USA,Auburn University at Montgomery,Master of Science,Computer Science
590,Spring 2020,Spring,2020,USA,Rochester Institute of Technology,Master of Science,Computer Science
591,Spring 2020,Spring,2020,USA,Cleveland State University,Masters,Accounting
592,Spring 2020,Spring,2020,USA,Auburn University at Montgomery,Master of Science,Computer Science
593,Spring 2020,Spring,2020,USA,Arizona State University,Bachelor of Science,Computer Science
594,Spring 2020,Spring,2020,USA,"University of Texas, Arlington",Master of Science,Material Engineering
595,Spring 2020,Spring,2020,USA,Northeastern University,Master of Science,Biotechnology
596,Spring 2020,Spring,2020,USA,California Baptist University,MBA,Accounting
597,Spring 2020,Spring,2020,USA,Loyola Marymount University,Master of Science,Computer Science
598,Spring 2020,Spring,2020,USA,California Baptist University,Master of Science,Information Technology Management
599,Spring 2020,Spring,2020,USA,Cleveland State University,Master of Science,Exercise Physiology
600,Spring 2020,Spring,2020,USA,University of Toledo,Bachelor of Science,Pharmacy
601,Spring 2020,Spring,2020,USA,Wright State University,Master of Science,Mechanical Engineering
602,Spring 2020,Spring,2020,USA,"California State University, Sacramento",Bachelor of Science,Computer Science
603,Spring 2020,Spring,2020,USA,California Baptist University,Masters,Business Administration
604,Spring 2020,Spring,2020,USA,New York Institute of Technology,Bachelors,Business Administration
605,Spring 2020,Spring,2020,USA,Loyola Marymount University,Master of Science,Computer Science
606,Spring 2020,Spring,2020,USA,University of Texas at Dallas,Master of Science,Finance
607,Spring 2020,Spring,2020,USA,"California State University, Fullerton",Master of Science,Computer Engineering
608,Spring 2020,Spring,2020,USA,"Texas A&M University, Kingsville",Masters,Business Administration
609,Spring 2020,Spring,2020,USA,Massachuetts College of Pharmacy & Health Sciences,Masters,Public Health
610,Spring 2020,Spring,2020,USA,University of Massachusetts Dartmouth,Master of Science,Computer Science
611,Spring 2020,Spring,2020,USA,New York University,Master of Science,Marketing
612,Spring 2020,Spring,2020,USA,New York Institute of Technology,Master of Science,Computer Science
613,Spring 2020,Spring,2020,USA,California Baptist University,Master of Science,Civil Engineering
614,Spring 2020,Spring,2020,USA,San José State University,Master of Science,Software Engineering
615,Spring 2020,Spring,2020,USA,University of New Hampshire,Bachelors,Business Administration
616,Spring 2020,Spring,2020,USA,Auburn University at Montgomery,Master of Science,Computer Science
617,Spring 2020,Spring,2020,USA,"University of Texas, Arlington",Master of Science,Industrial Engineering
618,Spring 2020,Spring,2020,USA,Loyola Marymount University,Master of Science,Computer Science
619,Spring 2020,Spring,2020,USA,Auburn University at Montgomery,Master of Science,Computer Information Systems
620,Spring 2020,Spring,2020,USA,"University of Houston, Clear Lake",Master of Science,Exercise Science
621,Spring 2020,Spring,2020,USA,University of Massachusetts Dartmouth,Master of Science,Computer Science
622,Spring 2020,Spring,2020,USA,Northeastern University,Master of Science,Drug Regulatory Affairs
623,Spring 2020,Spring,2020,USA,San José State University,Master of Science,Civil Engineering
624,Spring 2020,Spring,2020,USA,San José State University,Master of Science,Mechanical Engineering
625,Spring 2020,Spring,2020,USA,San José State University,Master of Science,Software Engineering
626,Spring 2020,Spring,2020,USA,California Baptist University,MBA,Healthcare
627,Spring 2020,Spring,2020,USA,San José State University,Master of Science,Software Engineering
628,Spring 2020,Spring,2020,USA,University of Scranton,MBA,Business Analytics
629,Spring 2020,Spring,2020,USA,Rutgers University,Masters,Public Health
630,Spring 2020,Spring,2020,USA,Missouri University of Science and Technology,Master of Science,Electrical and Computer Engineering
631,Spring 2020,Spring,2020,USA,Cleveland State University,Master of Science,Computer Information Science
632,Spring 2020,Spring,2020,USA,"University of Texas, Arlington",Master of Science,Computer Science
633,Spring 2020,Spring,2020,USA,New Jersey Institute of Technology,Master of Science,Computer Science
634,Spring 2020,Spring,2020,USA,Cleveland State University,Master of Science,Computer Science
635,Spring 2020,Spring,2020,USA,Northeastern University,Master of Science,Civil Engineering
636,Spring 2020,Spring,2020,USA,Seton Hall University,Masters,Business Administration
637,Spring 2020,Spring,2020,USA,University of Kansas,Bachelor of Science,Pharmacy
638,Spring 2020,Spring,2020,USA,"California State University, Sacramento",Bachelor of Science,Computer Science
639,Spring 2020,Spring,2020,USA,Louisiana State University System,Masters,Public Health
640,Spring 2020,Spring,2020,USA,Academy of Art University,Masters,Interior Design
641,Spring 2020,Spring,2020,USA,Stevens Institute of Technology,Master of Science,Engineering Management
642,Spring 2020,Spring,2020,USA,Long Island University,Master of Science,Pharmacy
643,Spring 2020,Spring,2020,USA,Loyola University Chicago,Bachelor of Science,Biology
644,Spring 2020,Spring,2020,USA,Boston University,Masters,Public Health
645,Spring 2020,Spring,2020,USA,New Jersey Institute of Technology,Master of Science,Mechanical Engineering
646,Spring 2020,Spring,2020,USA,San José State University,Master of Science,Software Engineering
647,Spring 2020,Spring,2020,Canada,University of Windsor,ME,Electrical and Computer Engineering
648,Spring 2020,Spring,2020,Canada,University of Ottawa,ME,Mechanical Engineering
649,Spring 2020,Spring,2020,Canada,Dalhousie University,ME,Internetworking
650,Spring 2020,Spring,2020,Canada,Conestoga College,PG,Applied Manufacturing Management
651,Spring 2020,Spring,2020,Canada,Dalhousie University,ME,Internetworking
652,Spring 2020,Spring,2020,Canada,University of Windsor,Master,Applied Computing
653,Spring 2020,Spring,2020,Canada,University of Windsor,ME,Mechanical Engineering CEPE
654,Spring 2020,Spring,2020,Canada,University of Windsor,ME,Mechanical Engineering
655,Spring 2020,Spring,2020,Canada,New York Institute of Technology,MS,INCS
656,Spring 2020,Spring,2020,Canada,University of Windsor,ME,Civil Engineering
657,Spring 2020,Spring,2020,Canada,University of Windsor,ME,Civil Engineering
658,Spring 2020,Spring,2020,Canada,University of Windsor,ME,Electrical and Computer Engineering
659,Spring 2020,Spring,2020,Canada,University of Windsor,ME,Electrical and Computer Engineering
660,Spring 2020,Spring,2020,Canada,Sherian College,Diploma,Office Administration - Health Services
661,Spring 2020,Spring,2020,Canada,University of Windsor,Master,Applied Computing
662,Spring 2020,Spring,2020,Canada,University of Windsor,ME,Electrical and Computer Engineering
663,Spring 2020,Spring,2020,Canada,University of Windsor,ME,Electrical and Computer Engineering
664,Spring 2020,Spring,2020,Canada,University of Windsor,Master,Applied Computing
665,Spring 2020,Spring,2020,Canada,Mohawk College,Diploma,Motive Power Technician
666,Spring 2020,Spring,2020,Canada,Red River College,Diploma,Business Technology Management
667,Spring 2020,Spring,2020,Canada,University of Windsor,ME,Civil Engineering
668,Spring 2020,Spring,2020,Canada,University of Windsor,ME,Environmental Engineering
669,Spring 2020,Spring,2020,Canada,St. Clair College,Diploma,Mechanical Technician
670,Spring 2020,Spring,2020,Canada,University of Windsor,Master,Applied Computing
671,Spring 2020,Spring,2020,Canada,University of Windsor,Master,Applied Computing
672,Spring 2020,Spring,2020,Canada,University of Windsor,Master,Applied Computing
673,Spring 2020,Spring,2020,Canada,University of Windsor,ME,Mechanical Engineering
674,Spring 2020,Spring,2020,Canada,Lakehead University,BS,Mechanical Engineering
675,Spring 2020,Spring,2020,Canada,Brock University,Bachelor,Public Health
676,Spring 2020,Spring,2020,Canada,University of Windsor,ME,Mechanical Engineering
677,Spring 2020,Spring,2020,Canada,University of Windsor,Master,Applied Computing
678,Spring 2020,Spring,2020,Canada,Brock University,Master,Business Administration
